author,text
bibhutibhushan bandopadhyay,"আমার বড় অদ্ভুত লাগিল, যেন চিরপরিচিত পৃথিবী হইতে নির্বাসিত হইয়া মহাশূন্যে এক গ্রহে অন্য এক অজ্ঞাত রহস্যময় জীবনধারার সহিত জড়িত হইয়া পড়িয়াছি"
bibhutibhushan bandopadhyay,একজন বছরের লোক এ-দলের মধ্যে আমার মনোযোগকে বিশেষভাবে আকৃষ্ট করিয়াছিল
bibhutibhushan bandopadhyay,"লোকটির নাম গনোরী তেওয়ারী; শ্যামবর্ণ দোহারা চেহারা, মাথায় বড় চুল, কপালে দুটি লম্বা ফোঁটা কাটা, এই শীতে গায়ে একখানা মোটা চাদর ছাড়া আর কিছু নাই, এ-দেশের রীতি অনুযায়ী গায়ে একটা মেরজাই থাকা উচিত ছিল, তা পর্যন্ত নাই"
bibhutibhushan bandopadhyay,"অনেকক্ষণ হইতে আমি লক্ষ্য করিতেছিলাম, সে সকলের দিকে কেমন কুণ্ঠিতভাবে চাহিতেছিল, কারও কথায় কোনো প্রতিবাদ করিতেছিল না, অথচ কথা যে সে কম বলিতেছিল তা নয়"
bibhutibhushan bandopadhyay,"আমার প্রতি কথার উত্তরে কেবল সে বলে- হুজুর এদেশের লোকে যখন কোনো মান্য ও উচ্চপদস্থ ব্যক্তির কথা মানিয়া লয়, তখন কেবল মাথা সামনের দিকে অল্প ঝোঁকাইয়া বলে- হুজুর"
bibhutibhushan bandopadhyay,"গনোরীকে বলিলাম- তুমি থাকো কোথায়, তেওয়ারীজি"
bibhutibhushan bandopadhyay,"আমি যে তাহাকে সরাসরি প্রশ্ন করিব, এতটা সম্মান যেন তাহার পক্ষে সম্পূর্ণ অপ্রত্যাশিত, এভাবে সে আমার দিকে বলিল-ভীমদাসটোলা, হুজুর ৷ তারপর সে তাহার জীবনের ইতিহাস বর্ণনা করিয়া গেল, একটানা নয়, আমার প্রশ্নের উত্তরে টুক্রা টুক্রা ভাবে"
bibhutibhushan bandopadhyay,"গনোরী তেওয়ারীর বয়স যখন বারো বছর, তার বাপ তখন মারা যায়"
bibhutibhushan bandopadhyay,"এক বৃদ্ধা পিসিমা তাহাকে মানুষ করে, সে পিসিমাও বাপের মৃত্যুর বছর-পাঁচ পরে যখন মারা গেলেন, গনোরী তখন জগতে ভাগ্য অন্বেষণে বাহির হইল"
bibhutibhushan bandopadhyay,"কিন্তু তাহার জগৎ পূর্বে পূর্ণিয়া শহর, পশ্চিমে ভাগলপুর জেলার সীমানা, দক্ষিণে এই নির্জন অরণ্যময় ফুলকিয়া বইহার, উত্তরে কুশী ইহারই মধ্যে সীমাবদ্ধ"
bibhutibhushan bandopadhyay,"ইহারই মধ্যে গ্রামে গ্রামে গৃহস্থের দুয়ারে ফিরিয়া কখনো ঠাকুরপূজা করিয়া, কখনো গ্রাম্য পাঠশালায় পণ্ডিতি করিয়া কায়ক্লেশে নিজের আহারের জন্য কলাইয়ের ও চীনা ঘাসের দানার রুটির সংস্থান করিয়া আসিয়াছে"
bibhutibhushan bandopadhyay,"সম্প্রতি মাস দুই চাকুরি নাই, পর্বতা গ্রামের পাঠশালা উঠিয়া গিয়াছে, ফুলকিয়া বইহারের দশ হাজার বিঘা অরণ্যময় অঞ্চলে লোকের বস্তি নাই--এখানে যে মহিষ-পালকের দল মহিষ চরাইতে আনে জঙ্গলে, তাহাদের বাথানে বাথানে ঘুরিয়া খাদ্যভিক্ষা করিয়া বেড়াইতেছিল-আজ আমার আসিবার খবর পাইয়া অনেকের সঙ্গে এখানে আসিয়াছে"
bibhutibhushan bandopadhyay,"আসিয়াছে কেন, সে কথা আরো চমৎকার"
bibhutibhushan bandopadhyay,এখানে এত লোক এসেছে কেন তেওয়ারীজি
bibhutibhushan bandopadhyay,"হুজুর, সবাই বললে ফুলকিয়ার কাছারিতে ম্যানেজার এসেছেন, সেখানে গেলে ভাত খেতে পাওয়া যাবে, তাই ওরা এল, ওদের সঙ্গে আমিও এলাম"
bibhutibhushan bandopadhyay,ভাত এখানকার লোকে কি খেতে পায় না
bibhutibhushan bandopadhyay,"মাড়োয়ারীরা রোজ ভাত খায়, আমি নিজে আজ ভাত খেলাম বোধ হয় তিন মাস পরে"
bibhutibhushan bandopadhyay,"গত ভাদ্রমাসের সংক্রান্তিতে রাসবিহারী সিং রাজপুতের বাড়ি নেমন্তন্ন ছিল, সে বড়লোক, ভাত খাইয়েছিল"
bibhutibhushan bandopadhyay,"যতগুলি লোক আসিয়াছিল, এই ভয়ানক শীতে কাহারো গাত্রবস্ত্র নাই, রাত্রে আগুন পোহাইয়া রাত কাটায়"
bibhutibhushan bandopadhyay,"শেষ-রাত্রে শীত যখন বেশী পড়ে, আর ঘুম হয় না শীতের চোটে- আরণ্যক আগুনের খুব কাছে বসিয়া থাকে ভোর পর্যন্ত কেন জানি না, ইহাদের হঠাৎ এত ভালো লাগিল"
bibhutibhushan bandopadhyay,"ইহাদের দারিদ্র্য, ইহাদের সারল্য, কঠোর জীবন-সংগ্রামে ইহাদের যুঝিবার ক্ষমতা-এই অন্ধকার আরণ্যভূমি ও মুক্ত আকাশ বিলাসিতার কোমল পুষ্পাস্তৃত পথে ইহাদের যাইতে দেয় নাই, কিন্তু ইহাদিগকে সত্যকার পুরুষমানুষ করিয়া গড়িয়াছে"
bibhutibhushan bandopadhyay,দুটি ভাত খাইতে পাওয়ার আনন্দে যারা ভীমদাসটোলা ও পর্বতা হইতে ন'মাইল পথ হাঁটিয়া আসিয়াছে বিনা নিমন্ত্রণে-তাহাদের মনের আনন্দ গ্রহণ করিবার শক্তি কত সতেজ ভাবিয়া বিস্মিত হইলাম
bibhutibhushan bandopadhyay,"অনেক রাত্রে কিসের শব্দে ঘুম ভাঙ্গিয়া গেল-শীতে মুখ বাহির করাও যেন কষ্টকর, এমন যে শীত এখানে তা না-জানার দরুন উপযুক্ত গরম কাপড় ও লেপ-তোশক আনি নাই"
bibhutibhushan bandopadhyay,কলিকাতায় যে-কম্বল গায়ে দিতাম সেখানাই আনিয়াছিলাম- শেষরাত্রের সে যেন ঠাণ্ডা জল হইয়া যায় প্রতিদিন
bibhutibhushan bandopadhyay,"যে-পাশে শুইয়া থাকি, শরীরের গরমে সে-দিকটা তবুও থাকে এক রকম, অন্য কাতে পাশ ফিরিতে গিয়া দেখি বিছানা কন্কন্ করিতেছে সে-পাশে-মনে হয় যেন ঠাণ্ডা পুকুরের জলে পৌষ মাসের রাত্রে ডুব দিলাম"
bibhutibhushan bandopadhyay,"পাশেই জঙ্গলের মধ্যে কিসের যেন সম্মিলিত পদশব্দ-কাহারা যেন দৌড়িতেছে- গাছপালা, শুকনো বনঝাউয়ের গাছ মট্ শব্দে ভাঙিয়া উর্ধ্বশ্বাসে দৌড়িতেছে"
bibhutibhushan bandopadhyay,"কি ব্যাপারখানা, কিছু বুঝিতে না পারিয়া সিপাহী বিষ্ণরাম পাঁড়ে ও স্কুলমাস্টার গনোরী তেওয়ারীকে ডাক দিলাম"
bibhutibhushan bandopadhyay,"তাহারা নিদ্রাজড়িত চোখে উঠিয়া বসিল- কাছারির মেঝেতে যেআগুন জ্বালা হইয়াছিল, তাহারই শেষ দীণ্ডিটুকুতে ওদের মুখে আলস্যসম্ভ্রম ও নিদ্রালুতার ভাব ফুটিয়া উঠিল"
bibhutibhushan bandopadhyay,"গনোরী তেওয়ারী কান পাতিয়া একটু শুনিয়াই বলিল- কিছু না হুজুর, নীলগাইয়ের জেরা দৌড়চ্ছে জঙ্গলে কথা শেষ করিয়াই সে নিশ্চিন্ত মনে পাশ ফিরিয়া শুইতে যাইতেছিল, জিজ্ঞাসা করিলাম- নীলগাইয়ের দল হঠাৎ এত রাত্রে অমন দৌড়ুবার কারণ কি"
bibhutibhushan bandopadhyay,বিষ্ণুরাম পাঁড়ে আশ্বাস দিবার সুরে বলিল-হয়তো কোনো জানোয়ারে তাড়া করে থাকবে হুজুর-এ ছাড়া আর কি
bibhutibhushan bandopadhyay,"-কি আর জানোয়ার হুজুর, জঙ্গলের জানোয়ার"
bibhutibhushan bandopadhyay,"শের হতে পারে- নয় তো ভালু যে-ঘরে শুইয়া আছি, নিজের অজ্ঞাতসারে তাহার কাশডাঁটায় বাঁধা আগড়ের দিকে নজর পড়িল"
bibhutibhushan bandopadhyay,"সে আগড়ও এত হালকা যে, বাহির হইতে একটি কুকুরে ঠেলা মারিলেও তাহা ঘরের মধ্যে উল্টাইয়া পড়ে--এমন অবস্থায় ঘরের সামনেই জঙ্গলে নিস্তব্ধ নিশীথরাত্রে বাঘ বা ভালুকে বন্য নীলগাইয়ের দল তাড়া করিয়া লইয়া চলিয়াছে--এ সংবাদটিতে যে বিশেষ আশ্বস্ত হইলাম না, তাহা বলাই বাহুল্য"
bibhutibhushan bandopadhyay,একটু পরেই ভোর হইয়া গেল
bibhutibhushan bandopadhyay,"দিন যতই যাইতে লাগিল, জঙ্গলের মোহ ততই আমাকে পাইয়া বসিল"
bibhutibhushan bandopadhyay,"এর নির্জনতা ও অপরাহ্নের সিদুর-ছড়ানো বনঝাউয়ের জঙ্গলের কি আকর্ষণ আছে বলিতে পারি না-আজকাল ক্রমশ মনে হয় এই দিগন্তব্যাপী বিশাল বনপ্রান্তর ছাড়িয়া, ইহার রোদপোড়া মাটির তাজা সুগন্ধ, এই স্বাধীনতা, এই মুক্তি ছাড়িয়া কলিকাতার গোলমালের মধ্যে আর ফিরিতে পারিব না"
bibhutibhushan bandopadhyay,আরণ্যক এ মনের ভাব একদিনে হয় নাই
bibhutibhushan bandopadhyay,কত রূপে কত সাজেই বন্যপ্রকৃতি আমার মুগ্ধ অনভ্যস্ত দৃষ্টির সম্মুখে আসিয়া আমায় ভুলাইল
bibhutibhushan bandopadhyay,"-কত সন্ধ্যা আসিল অপূর্ব রক্তমেঘের মুকুট মাথায়, দুপুরের খরতর রৌদ্র আসিল উন্মাদিনী ভৈরবীর বেশে, গভীর নিশীথে জ্যোৎম্নাবরণী সুরসুন্দরীর সাজে হিমন্নিগ্ধ বনকুসুমের সুবাস মাখিয়া, আকাশভরা তারার মালা গলায়- অন্ধকার রজনীতে ত কাল-পুরুষের আগুনের খড়গ হাতে ব্যাপিয়া বিরাট কালীমূর্তিতে ৷ একদিনের কথা জীবনে কখনো ভুলিব না"
bibhutibhushan bandopadhyay,মনে আছে সেদিন দোল- পূর্ণিমা
bibhutibhushan bandopadhyay,কাছারির সিপাহীরা ছুটি চাহিয়া লইয়া সারাদিন ঢোল বাজাইয়া হোলি খেলিয়াছে
bibhutibhushan bandopadhyay,সন্ধ্যার সময়েও নাচগানের বিরাম নাই দেখিয়া আমি নিজের ঘরে টেবিলে আলো সজ্বববলাইয়া অনেক রাত পর্যন্ত হেড আপিসের জন্য চিঠিপত্র লিখিলাম
bibhutibhushan bandopadhyay,"কাজ শেষ হইতেই ঘড়ির দিকে চাহিয়া দেখি, রাত প্রায় একটা বাজে"
bibhutibhushan bandopadhyay,শীতে জমিয়া যাইবার উপক্রম হইয়াছি
bibhutibhushan bandopadhyay,একটা সিগারেট ধরাইয়া জানালা দিয়া বাহিরের দিকে উকি মারিয়া মুগ্ধ ও বিস্মিত হইয়া দাঁড়াইয়া রহিলাম
bibhutibhushan bandopadhyay,"যে-জিনিসটা আমাকে মুগ্ধ করিল তাহা পূর্ণিমা-নিশীথিনীর অবর্ণনীয় জ্যোৎস্না হয়তো যতদিন আসিয়াছি, শীতকাল বলিয়া গভীর রাত্রে কখনো বাহিরে আসি নাই কিংবা অন্য যে কোনো কারণেই হউক, ফুলকিয়া বইহারের পরিপূর্ণ জ্যোৎশ্না-রাত্রির রূপ এই আমি প্রথম দেখিলাম"
bibhutibhushan bandopadhyay,দরজা খুলিয়া বাহিরে আসিয়া দাঁড়াইলাম
bibhutibhushan bandopadhyay,"কেহ কোথাও নাই, সিপাহীরা সারাদিন আমোদ-প্রমোদের পরে ক্লান্তদেহে ঘুমাইয়া পড়িয়াছে"
bibhutibhushan bandopadhyay,"নিঃশব্দ অরণ্যভূমি, নিস্তব্ধ জনহীন নিশীথরাত্রি"
bibhutibhushan bandopadhyay,কখনো সে-রকম ছায়াবিহীন জ্যোৎন্না জীবনে দেখি নাই
bibhutibhushan bandopadhyay,"এখানে খুব বড় বড় গাছ নাই, ছোটখাটো বনঝাউ ও কাশবন- তাহাতে তেমন ছায়া হয় না"
bibhutibhushan bandopadhyay,"চক্চকে সাদা বালি মিশানো জমি ও শীতের রৌদ্রে কাশবনে জ্যোৎস্না পড়িয়া এমন এক অপার্থিব সৌন্দর্যের সৃষ্টি করিয়াছে, যাহা দেখিলে মনে কেমন ভয় হয়"
bibhutibhushan bandopadhyay,"মনে কেমন যেন একটা উদাস বাঁধনহীন মুক্তভাব-মন হু-হু করিয়া উঠে, চারিধারে চাহিয়া সেই নীরব নিশীথরাত্রে জ্যোৎন্নাভরা আকাশতলে দাঁড়াইয়া মনে হইল এক অজানা পরীরাজ্যে আসিয়া পড়িয়াছি মানুষের কোনো নিয়ম এখানে খাটিবে না"
bibhutibhushan bandopadhyay,"এইসব জনহীন স্থান গভীর রাত্রে জো মালোকে পরীদের বিচরণভূমিতে পরিণত হয়, আমি অনধিকার প্রবেশ করিয়া ভালো করি নাহ"
bibhutibhushan bandopadhyay,"তাহার পর ফুলকিয়া বইহারের জ্যোৎন্নারাত্রি কতবার দেখিয়াছি- ফাল্গুনের মাঝামাঝি যখন দুধ্লি ফুল ফুটিয়া সমস্ত প্রান্তরে যেন রঙিন ফুলের গালিচা বিছাইয়া দেয়, তখন কত রাত্রে বাতাসে দুধ্লি ফুলের মিষ্ট সুবাস প্রাণ ভরিয়া আঘ্রাণ করিয়াছি- প্রত্যেক বারেই মনে হইয়াছে জ্যোৎন্না যে এত অপরূপ হইতে পারে, মনে এমন ভয়মিশ্রিত উদাস ভাব আনিতে পারে, বাংলা দেশে থাকিতে তাহা তো কোনোদিন ভাবিও নাই"
bibhutibhushan bandopadhyay,"ফুলকিয়ার সে জ্যোৎস্না- রাত্রির বর্ণনা দিবার চেষ্টা করিব না, সেরূপ সৌন্দর্যলোকের সহিত প্রত্যক্ষ পরিচয় যতদিন না হয় ততদিন শুধু কানে শুনিয়া বা লেখা পড়িয়া তাহা উপলব্ধি করা যাইবে না--করা সম্ভব অমন মুক্ত আকাশ, অমন নিস্তব্ধতা, অমন নির্জনতা, অমন দিগ্দিগন্ত-বিসর্পিত বনানীর মধ্যেই শুধু অমনতর রূপলোক ফুটিয়া জীবনে একবারও সে জ্যোৎস্নারাত্রি দেখা উচিত; যে না দেখিয়াছে, ভগবানের সৃষ্টির একটি অপূর্ব রূপ তাহার নিকট চির-অপরিচিত রহিয়া গেল"
bibhutibhushan bandopadhyay,আরণ্যক একদিন ডিহি আজমাবাদের সার্ভে-ক্যাম্প হইতে ফিরিবার সময় সন্ধ্যার মুখে বনের মধ্যে পথ হারাইয়া ফেলিলাম
bibhutibhushan bandopadhyay,"বনের ভূমি সর্বত্র সমতল নয়, কোথাও উঁচু জঙ্গলাবৃত বালিয়াড়ি টিলা, তার পরই দুটি টিলার মধ্যবততী ছোটখাটো উপত্যকা"
bibhutibhushan bandopadhyay,জঙ্গলের কিন্তু কোথাও কোনো বিরাম নাই-টিলার মাথায় উঠিয়া চারিদিকে চাহিয়া দেখিলাম যদি কোনো দিকে কাছারির মহাবীরের ধ্বজার আলো দেখা যায়-কোনো দিকে আলোর চিহ্নও নাই- শুধু উচুনিচু টিলা ও ঝাউবন আর কাশবন- মাঝে মাঝে শাল ও আসান গাছের বনও আছে
bibhutibhushan bandopadhyay,"দুই ঘণ্টা ঘুরিয়াও যখন জঙ্গলের বুলকিনারা পাইলাম না, তখন হঠাৎ মনে পড়িল নক্ষত্র দেখিয়া দিক ঠিক করি না কেন"
bibhutibhushan bandopadhyay,কালপুরুষ দেখি প্রায় মাথার উপর রহিয়াছে
bibhutibhushan bandopadhyay,বুঝিতে পারিলাম না কোন্ দিক হইতে আসিয়া কালপুরুষ মাথার উপর উঠিয়াছে- সপ্তর্ষিমণ্ডল খুঁজিয়া পাইলাম না
bibhutibhushan bandopadhyay,সুতরাং নক্ষত্রের সাহায্যে দিক্নিরূপণের আশা পরিত্যাগ করিয়া ঘোড়াকে ইচ্ছামতো ছাড়িয়া দিলাম
bibhutibhushan bandopadhyay,মাইল দুই গিয়া জঙ্গলের মধ্যে একটা আলো দেখা গেল
bibhutibhushan bandopadhyay,"আলো লক্ষ্য করিয়া সেখানে উপস্থিত হইয়া দেখিলাম, জঙ্গলের মধ্যে কুড়ি বর্গহাত আন্দাজ পরিষ্কার স্থানে একটা খুব নীচু ঘাসের খুপরি"
bibhutibhushan bandopadhyay,কুঁড়ের সামনে গ্রীষ্মের দিনেও আগুন জ্বালানো
bibhutibhushan bandopadhyay,আগুনের নিকট হইতে একটু দূরে একটা লোক বসিয়া কি করিতেছে
bibhutibhushan bandopadhyay,আমার ঘোড়ার পায়ের শব্দ শুনিয়া লোকটি চমকিয়া উঠিয়া দাঁড়াইয়া বলিল- কে
bibhutibhushan bandopadhyay,তার পরেই আমায় চিনিতে পারিয়া তাড়াতাড়ি কাছে আসিল ও আমাকে খুব খাতির করিয়া ঘোড়া হইতে নামাইল
bibhutibhushan bandopadhyay,"পরিশ্রান্ত হইয়াছিলাম, প্রায় ছ-ঘণ্টা আছি ঘোড়ার উপর, কারণ সার্ভে ক্যাম্পেও আমিনের পিছু পিছু ঘোড়ায় টো টো করিয়া জঙ্গলের মধ্যে ঘুরিয়াছি"
bibhutibhushan bandopadhyay,লোকটার প্রদত্ত একটা ঘাসের চেটাইয়ে বসিলাম
bibhutibhushan bandopadhyay,"লোকটা বলিল--গনু মাহাতো, জাতি গাঙ্গোতা"
bibhutibhushan bandopadhyay,"অঞ্চলে গাঙ্গোতা জাতির উপজীবিকা চাষবাস ও পশুপালন, তাহা আমি এতদিনে জানিয়াছিলাম- কিন্তু এ লোকটা এই জনহীন গভীর বনের মধ্যে একা কি করে"
bibhutibhushan bandopadhyay,বলিলাম- তুমি এখানে কি করো
bibhutibhushan bandopadhyay,"হুজুর, মহিষ আমার ঘর এখান থেকে দশ উত্তরে ধরমপুর, লছমনিয়াটোলা ৷ -নিজের মহিষ"
bibhutibhushan bandopadhyay,লোকটা গর্বের সুরে বলিল- পাঁচটা মহিষ আছে হুজুর
bibhutibhushan bandopadhyay,"দশ দূরের গ্রাম হইতে পাঁচটা মাত্র মহিষ সম্বল করিয়া লোকটি এই বিজন বনের মধ্যে মহিষচরির খাজনা দিয়া একা খুপরি বাঁধিয়া মহিষ চরায়-দিনের পর দিন, মাসের পর মাস, এই ছোট্ট খুপরিটাতে কি করিয়া সময় কাটায়- কলিকাতা হইতে নূতন আসিয়াছি, শহরের থিয়েটার বায়োস্কাপে লালিত যুবক বুঝিতে পারিলাম না"
bibhutibhushan bandopadhyay,"কিন্তু এদেশের অভিজ্ঞতা আরো বেশী হইলে বুঝিয়াছিলাম, কেন গনু মাহাতো ওভাবে থাকে"
bibhutibhushan bandopadhyay,"তাহার অন্য কোনো কারণ নাই ইহা ছাড়া যে, গনু মাহাতোর জীবনের ধারণাই এইরূপ"
bibhutibhushan bandopadhyay,"যখন তাহার পাঁচটি মহিষ তখন তাহাদের চরাইতে হইবে, এবং যখন চরাইতে হইবে, তখন জঙ্গলে কুঁড়ে বাঁধিয়া একা থাকিতেই হইবে"
bibhutibhushan bandopadhyay,"অত্যন্ত সাধারণ কথা, ইহার মধ্যে আশ্চর্য হইবার কি আছে"
bibhutibhushan bandopadhyay,গনু কাঁচা শালপাতার একটা লম্বা পিকা বা তৈরী করিয়া আমার হাতে দিয়া আমায় অভ্যর্থনা করিল
bibhutibhushan bandopadhyay,"আগুনের আলোতে উহার মুখ দেখিলাম--বেশ চওড়া কপাল, উঁচু নাক, রং কালো- মুখশ্রী সরল, শান্ত চোখের দৃষ্টি"
bibhutibhushan bandopadhyay,"বয়স ষাটের উপর হইবে, মাথার চুল একটিও কালো নাই"
bibhutibhushan bandopadhyay,"কিন্তু শরীর এমন সুগঠিত যে, এই বয়সেও প্রত্যেকটি মাংসপেশী আলাদা করিয়া গুনিয়া লওয়া যায়"
bibhutibhushan bandopadhyay,গনু আগুনে আরো বেশি কাঠ ফেলিয়া দিয়া নিজেও একটি শালপাতার ধরাইল
bibhutibhushan bandopadhyay,আগুনের আভায় খুপরির মধ্যে এক-আধখানা পিতলের বাসন চক্চকে করিতেছে
bibhutibhushan bandopadhyay,আগুনের মণ্ডলীর বাহিরে ঘোরতর অন্ধকার ও ঘন বন
bibhutibhushan bandopadhyay,"বলিলাম-গনু, একা এখানে থাক, জন্ত- জানোয়ারের ভয় করে না"
bibhutibhushan bandopadhyay,গনু বলিল-ভয়ডর করলে আমাদের কি চলে হুজুর
bibhutibhushan bandopadhyay,সেদিন তো রাত্রে আমার খুপরির পেছনে বাঘ এসেছিল
bibhutibhushan bandopadhyay,"মহিষের দুটো বাচ্চা আছে, ওদের ওপর"
bibhutibhushan bandopadhyay,"শব্দ শুনে রাত্রে উঠে টিন বাজাই, মশাল সজ্বীলি, চিৎকার করি"
bibhutibhushan bandopadhyay,রাত্রে আর ঘুম হল না হুজুর; শীতকালে তো সারারাত এই বনে ফেউ ডাকে
bibhutibhushan bandopadhyay,"দোকান-টোকান তো নেই, জিনিসপত্র পাও কোথায়"
bibhutibhushan bandopadhyay,"চালডাল- - হুজুর, দোকানে জিনিস কেনবার মতো পয়সা কি আমাদের আছে, না আমরা বাঙালী বাবুদের মতো ভাত খেতে পাই"
bibhutibhushan bandopadhyay,এই জঙ্গলের পেছনে আমার দু-বিঘে খেড়ী ক্ষেত আছে
bibhutibhushan bandopadhyay,"খেড়ীর দানা সিদ্ধ, আর জঙ্গলে বাথুয়া শাক হয়, তাই সিদ্ধ, আর একটু লুন, এই খাই"
bibhutibhushan bandopadhyay,"ফাগুন মাসে জঙ্গলে গুড়মী ফল ফলে, লুন দিয়ে কাঁচা খেতে বেশ লাগে-লতানে গাছ, ছোট ছোট কাঁকুড়ের মতো ফল হয়; সে সময় এক মাস এ-অঞ্চলের যত গরীব লোক গুড়মী ফল খেয়ে কাটিয়ে দেয়"
bibhutibhushan bandopadhyay,দলে দলে ছেলেমেয়ে আসবে জঙ্গলের গুড়মী তুলতে জিজ্ঞাসা করিলাম-- রোজ রোজ খেড়ীর দানা সিদ্ধ আর বাথুয়া শাক ভালো লাগে
bibhutibhushan bandopadhyay,"আরণ্যক - কি করব হুজুর, আমরা গরীব লোক, বাঙালি বাবুদের মতো ভাত খেতে পাব কোথায়"
bibhutibhushan bandopadhyay,ভাত এ অঞ্চলের মধ্যে কেবল রাসবিহারী সিং আর নন্দলাল পাঁড়ে খায় দুবেলা
bibhutibhushan bandopadhyay,"সারাদিন মহিষের পেছনে ভূতের মত খাটি হুজুর, সন্ধের সময় ফিরি যখন, তখন এত ক্ষিদে পায় যে, যা পাই খেতে তাই ভাল লাগে৷ গনুকে বলিলাম- কলকাতা শহর দেখেছ গনু"
bibhutibhushan bandopadhyay,"ভাগলপুর শহরে একবার গিয়েছি, বড় ভারী শহর"
bibhutibhushan bandopadhyay,"ওখানে হাওয়ার গাড়ি দেখেছি, বড় তাজ্জব চিজ ঘোড়া নেই কিছু নেই, আপনা-আপনি রাস্তা দিয়া চলছে"
bibhutibhushan bandopadhyay,এই বয়সে উহার স্বাস্থ্য দেখিয়া অবাক হইলাম
bibhutibhushan bandopadhyay,সাহসও যে আছে ইহা মনে মনে স্বীকার করিতে হইল
bibhutibhushan bandopadhyay,গনুর জীবিকানির্বাহের একমাত্র অবলম্বন মহিষ কয়টি
bibhutibhushan bandopadhyay,"তাদের দুধ অবশ্য এ-জঙ্গলে কে কিনিবে, দুধ হইতে মাখন তুলিয়া ঘি করে ও দু'তিন মাসের ঘি একত্রে জমাইয়া ন-মাইল রবতী ধরমপুরের বাজারে মাড়োয়ারীদের নিকট বিক্রয় করিয়া আসে"
bibhutibhushan bandopadhyay,"আর থাকিবার মধ্যে ্ঙ দু-বিঘা খেড়ী অর্থাৎ শ্যামাঘাসের ক্ষেত, যার দানা সিদ্ধ এ-অঞ্চলের প্রায় সকল গরিব লোকেরই একটা প্রধান খাদ্য"
bibhutibhushan bandopadhyay,"গনু সে-রাত্রে আমাকে কাছারিতে পৌঁছাইয়া দিল, কিন্তু গনুকে আমার এত ভালো লাগিল যে, কতবার শান্ত বৈকালে তাহার খুপরির সামনে আগুন পোহাইতে পোহাইতে গল্প করিয়া কাটাইয়াছি"
bibhutibhushan bandopadhyay,"ওদেশের নানারূপ তথ্য গনুর কাছে যেরূপ শুনিয়াছিলাম, অত কেউ দিতে পারে নাই৷ কত অদ্ভুত কথা শুনিতাম"
bibhutibhushan bandopadhyay,"উড়ুক্কু সাপের কথা, জীবন্ত পাথর ও আঁতুড়ে ছেলের হাঁটিয়া বেড়াইবার কথা, ইত্যাদি"
bibhutibhushan bandopadhyay,ওই নির্জন জঙ্গলের পারিপার্শ্বিক অবস্থার সঙ্গে গনুর সে-সব গল্প অতি উপাদেয় ও অতি রহস্যময় লাগিত- আমি জানি কলকাতা শহরে বসিয়া সে- সব গল্প শুনিলে তাহা আজগুবী ও মিথ্যা মনে হইতে বাধ্য
bibhutibhushan bandopadhyay,"যেখানে-সেখানে যে-কোনো গল্প শোনা চলে না, গল্প শুনিবার পটভূমি ও পারিপার্শ্বিক অবস্থার উপর উহার মাধুর্য যে কতখানি নির্ভর করে, তাহা গল্পপ্রিয় ব্যক্তি মাত্রেই জানেন"
bibhutibhushan bandopadhyay,"গনুর সকল অভিজ্ঞতার মধ্যে আমার আশ্চর্য বলিয়া মনে হইয়াছিল বন্যমহিষের দেবতা টাঁড়বারোর কিন্তু, যেহেতু এই গল্পের একটি অদ্ভুত উপসংহার আছে- সেজন্য সে-কথা এখন না বলিয়া যথাস্থানে বলিব"
bibhutibhushan bandopadhyay,"এখানে বলিয়া রাখি, আমাকে যে-সব গল্প বলিত- তাহা রূপকথা নহে, তাহার ব্যক্তিগত অভিজ্ঞতার বিষয়"
bibhutibhushan bandopadhyay,গনু জীবনকে দেখিয়াছে তবে অন্যভাবে
bibhutibhushan bandopadhyay,অরণ্য- প্রকৃতির ঘনিষ্ঠ সংস্পর্শে আজীবন কাটাইয়া সে অরণ্য-প্রকৃতির সম্বন্ধে একজন রীতিমত বিশেষজ্ঞ ব্যক্তি
bibhutibhushan bandopadhyay,তাহার কথা হঠাৎ উড়াইয়া দেওয়া চলে না
bibhutibhushan bandopadhyay,"মিথ্যা বানাইয়া বলিবার মত কল্পনাশক্তিও গনুর আছে বলিয়া আমার মনে হয় নাই৷ তৃতীয় পরিচ্ছেদ গ্রীষ্মকাল পড়িতে সাহেবের বটগাছের মাথায় পীরপৈঁতি পাহাড়ের দিক হইতে একদল বক উড়িয়া আসিয়া বসিল, দূর হইতে মনে হয় যেন বটগাছের মাথা সাদা থোকা থোকা ফুলে ভরিয়া গিয়াছে"
bibhutibhushan bandopadhyay,"একদিন অর্ধশুষ্ক কাশের বনের ধারে টেবিল-চেয়ার পাতিয়া কাজ করিতেছি, সিং সিপাহী আসিয়া বলিল- হুজুর, নন্দলাল ওঝা গোলাওয়ালা আপনার সঙ্গে দেখা করতে এসেছে"
bibhutibhushan bandopadhyay,একটু পরে প্রায় পঞ্চাশ বছরের একটি বৃদ্ধ ব্যক্তি আমার সামনে আসিয়া সেলাম করিল ও আমার নির্দেশমত একটা টুলের উপর বসিল
bibhutibhushan bandopadhyay,বসিয়াই সে একটি পশমের থলি বাহির করিল
bibhutibhushan bandopadhyay,তাহার পর থলেটির ভিতর হইতে খুব ছোট একখানি জাঁতি ও দুইটি সুপারি বাহির করিয়া সুপারি কাটিতে আরম্ভ করিল
