author,text
tagore,"আশাকে বলিত, , গিলিয়া খাইলে হজম হয় না, চিবাইয়া খাইতে হয়"
tagore,"এখন সমস্ত অন্ন এক গ্রাসে গিলিতেছ, ইহার পরে হজমি গুলি খুঁজিয়া পাইবে না"
tagore,"মহেন্দ্র বলিত, চুনি, ও কথা শুনিয়ো বিহারী আমাদের সুখে হিংসা করিতেছে"
tagore,"বিহারী বলিত, সুখ যখন তোমার হাতেই আছে, তখন এমন করিয়া ভোগ করো যাহাতে পরের হিংসা না হয় তত মহেন্দ্র উত্তর করিত, পরের হিংসা পাইতে যে সুখ আছে"
tagore,"চুনি, আর- একটু হইলেই আমি গর্দভের মতো তোমাকে বিহারীর হাতে সমর্পণ করিতেছিলাম"
tagore,"বিহারী রক্তবর্ণ হইয়া বলিয়া উঠিত, চুপ"
tagore,এই- সকল ব্যাপারে আশা মনে মনে বিহারীর উপরে ভারি বিরক্ত হইত
tagore,"এক সময়ে তাহার সহিত বিহারীর বিবাহ- প্রস্তাব হইয়াছিল বলিয়াই বিহারীর প্রতি তাহার একপ্রকার বিমুখ ভাব ছিল, বিহারী তাহা বুঝিত এবং মহেন্দ্র তাহা লইয়া আমোদ করিত"
tagore,রাজলম্দ্মী বিহারীকে ডাকিয়া দুঃখ করিতেন
tagore,"বিহারী কহিত, মা, পোকা যখন গুটি বাধে তখন তত বেশি ভয় নয়, কিন্তু যখন কাটিয়া উড়িয়া যায় তখন ফেরানো শক্ত"
tagore,"কে মনে করিয়াছিল, ও তোমার বন্ধন এমন করিয়া কাটিবে"
tagore,"মহেন্দ্রের ফেল- করা সংবাদে রাজলম্ম্মী গ্রীষ্মকালের আকস্মিক অগ্নিকাণ্ডের মতো দাউ দাউ করিয়া জ্বলিয়া উঠিলেন, কিন্তু তাহার গর্জন এবং দাহনটা সম্পূর্ণ ভোগ করিলেন আহারনিদ্রা দূর হইল"
tagore,"কিছুকাল অনাবুষ্টিতে যে শস্যদল শুষ্ক পীতবর্ণ হইয়া আসে, বৃষ্টি পাইবামাত্র সে আর বিলম্ব করে না; হঠাৎ বাড়িয়া উঠিয়া দীর্ঘকালের উপবাসদৈন্য দূর করিয়া দেয়, দুর্বল নত ভাব ত্যাগ করিয়া শস্যক্ষেত্রের মধ্যে অসংকোচে অসংশয়ে আপনার অধিকার উন্নত ও উজ্জ্বল করিয়া তোলে, আশার সেইরূপ হইল"
tagore,"যেখানে তাহার রক্তের সম্বন্ধ ছিল, সেখানে সে কখনো আত্মীয়তার দাবি করিতে পায় নাই; আজ পরের ঘরে আসিয়া সে যখন বিনা প্রার্থনায় এক নিকটতম সম্বন্ধ এবং নিঃসন্দিগ্ধ অধিকার প্রাপ্ত হইল, যখন সেই অনাথার স্বামী স্বহস্তে লক্ষ্মীর মুকুট পরাইয়া দিলেন, তখন সে আপন গৌরবপদ গ্রহণ করিতে লেশমাত্র বিলম্ব করিল না, নববধূযোগ্য লজ্জাভয় দূর করিয়া দিয়া সৌভাগ্যবতী স্ত্রীর মহিমায় মুহূর্তের মধ্যেই স্বামীর পদপ্রান্তে অসংকোচে আপন সিংহাসন অধিকার করিল"
tagore,পৃষ্ঠা রাজলম্মমী সেদিন মধ্যাহ্ন সেই সিংহাসনে এই নূতন- আগত পরের মেয়েকে এমন চিরাভ্যস্তবৎ স্পর্ধার সহিত বসিয়া থাকিতে দেখিয়া দুঃসহ বিস্ময়ে নীচে নামিয়া আসিলেন
tagore,নিজের চিত্তদাহে অন্নপূর্ণাকে দগ্ধ করিতে গেলেন
tagore,"কহিলেন, ওগো, দেখো গে, তোমার নবাবের পুত্রী নবাবের ঘর হইতে কী শিক্ষা লইয়া আসিয়াছেন"
tagore,"কর্তারা থাকিলে আজ- অন্নপূর্ণা কাতর হইয়া কহিলেন, দিদি, তোমার বউকে তুমি শিক্ষা দিবে, শাসন করিবে, আমাকে কেন বলিতেছ"
tagore,"রাজলম্ম্মী ধনুষ্টংকারের মতো বাজিয়া উঠিলেন, আমার বউ"
tagore,তুমি মন্ত্রী থাকিতে সে আমাকে গ্রাহ্য করিবে
tagore,তখন অন্নপূর্ণা সশব্দপদক্ষেপে দম্পতিকে সচকিত সচেতন করিয়া মহেন্দ্রের শয়নগৃহে উপস্থিত হইলেন
tagore,"আশাকে কহিলেন, তুই এমনি করিয়া আমার মাথা হেঁট করিবি পোড়ারমুখী"
tagore,"লজ্জা নাই, শরম নাই, সময় নাই, অসময় নাই, বৃদ্ধা শাশুড়ির উপর সমস্ত ঘরকন্না চাপাইয়া তুমি এখানে আরাম করিতেছ"
tagore,"আমার পোড়াকপাল, আমি তোমাকে এই ঘরে আনিয়াছিলাম"
tagore,"বলিতে বলিতে তাহার চোখ দিয়া জল ঝরিয়া পড়িল, আশাও নতমুখে খুঁটিতে খুঁটিতে নিঃশব্দে দাঁড়াইয়া কাদিতে লাগিল"
tagore,"মহেন্দ্র কহিল, কাকী, তুমি বউকে কেন অন্যায় করিতেছ"
tagore,আমিই তো উহাকে ধরিয়া রাখিয়াছি
tagore,"অন্নপূর্ণা কহিলেন, সে কি ভালো কাজ করিয়াছ"
tagore,"বালিকা, অনাথা, মার কাছ হইতে কোনোদিন কোনো শিক্ষা পায় নাই, ও ভালোমন্দর কী জানে তুমি উহাকে কী শিক্ষা দিতেছ"
tagore,"মহেন্দ্র কহিল, এই দেখো, উহার জন্যে স্নলেট খাতা বই কিনিয়া আনিয়াছি"
tagore,"আমি বউকে লেখাপড়া শিখাইব, তা লোকে নিন্দাই করুক আর তোমরা রাগই কর"
tagore,"অন্নপূর্ণা কহিলেন, তাই কি সমস্ত দিনই শিখাইতে হইবে সন্ধ্যার পর এক- আধ ঘণ্টা পড়ালেই তো ঢের হয় তত মহেন্দ্র"
tagore,"অত সহজ নয় কাকী, পড়াশুনায় একটু সময়ের দরকার হয়"
tagore,অন্নপূর্ণা বিরক্ত হইয়া ঘর হইতে বাহির হইয়া গেলেন
tagore,"আশাও ধীরে ধীরে তাহার অনুসরণের উপক্রম করিল- মহেন্দ্র দ্বার রোধ করিয়া দীড়াইল, আশার করুণ সজল নেত্রের কাতর অনুনয় মানিল না"
tagore,"কহিল, রোসো, ঘুমাইয়া সময় নষ্ট করিয়াছি, সেটা পোষাইয়া লইতে হইবে এমন গনশ্ভীরপ্রকৃতির শ্রদ্ধেয় মুঢ় থাকিতেও পারেন যিনি মনে করিবেন, মহেস্দ্র নিদ্রাবেশে পড়াইবার সময় নষ্ট করিয়াছে; বিশেষরূপে তাহাদের অবগতির জন্য বলা আবশ্যক যে, মহেন্দ্রের তত্ত্বাবধানে অধ্যাপনকার্য যেরূপে নির্বাহ হয়, কোনো স্কুলের ইন্সপেক্টর তাহার অনুমোদন করিবেন না"
tagore,"পৃষ্ঠা আশা তাহার স্বামীকে বিশ্বাস করিয়াছিল; সে মনে করিয়াছিল লেখাপড়া শেখা তাহার পক্ষে নানা কারণে সহজ নহে বটে, কিন্তু স্বামীর আদেশবশত নিতান্তই কর্তব্য"
tagore,"এইজন্য সে প্রাণপণে অশান্ত বিক্ষিপ্ত মনকে সংযত করিয়া আনিত, শয়নগৃহের মেঝের উপর ঢালা বিছানার এক পার্শ্বে অত্যন্ত গম্ভীর হইয়া বসিত এবং পুথিপত্রের দিকে একেবারে পড়িয়া মাথা দুলাইয়া মুখস্থ করিতে আরম্ভ করিত"
tagore,"শয়নগৃহের অপর প্রান্তে ছোটো টেবিলের উপর ডাক্তারি বই খুলিয়া মাস্টারমশায় চৌকিতে বসিয়া আছেন, মাঝে মাঝে কটাক্ষপাতে ছাত্রীর মনোযোগ লক্ষ করিয়া দেখিতেছেন"
tagore,"দেখিতে দেখিতে হঠাৎ ডাক্তারি বই বন্ধ করিয়া মহেন্দ্র আশার ডাক- নাম ধরিয়া ডাকিল, চুনি"
tagore,চকিত আশা মুখ তুলিয়া চাহিল
tagore,"মহেন্দ্র কহিল, বইটা আনো দেখি, দেখি কোন্খানটা পড়িতেছ"
tagore,"আশার ভয় উপস্থিত হইল, পাছে মহেন্দ্র পরীক্ষা করে"
tagore,পরীক্ষায় উত্তীর্ণ হইবার আশা অল্পই ছিল
tagore,"কারণ, চারুপাঠের চারুত্ব- প্রলোভনে তাহার অবাধ্য মন কিছুতেই বশ মানে না; বল্মীক সম্বন্ধে সে যতই জ্ঞানলাভের চেষ্টা করে, অক্ষরগুলো ততই তাহার দৃষ্টিপথের উপর দিয়া কালো পিপীলিকার মতো সার বাঁধিয়া চলিয়া যায়"
tagore,পরীক্ষকের ডাক শুনিয়া অপরাধীর মতো আশা ভয়ে ভয়ে বইখানি লইয়া মহেন্দ্রের চৌকির পাশে আসিয়া উপস্থিত হয়
tagore,"মহেন্দ্র এক হাতে কটিদেশ বেষ্টনপূর্বক তাহাকে দৃঢ়রূপে বন্দী করিয়া অপর হাতে বই ধরিয়া কহে, আজ কতটা পড়িলে দেখি"
tagore,"আশা যতগুলা লাইনে চোখ বুলাইয়াছিল, দেখাইয়া দেয়"
tagore,বলিয়া তাহার ডাক্তারি বইয়ের কোনো- একটা অধ্যায়ের শিরোনামাটুকু মাত্র দেখাইয়া দেয়
tagore,"আশা বিস্ময়ে চোখদুটা ডাগর করিয়া বলে, তবে এতক্ষণ কী করিতেছিলে"
tagore,"মহেন্দ্র তাহার চিবুক ধরিয়া বলে, আমি একজনের কথা ভাবিতেছিলাম, কিন্তু যাহার কথা ভাবিতেছিলাম সেই নিষ্ঠুর তখন চারুপাঠে উইপোকার অত্যন্ত মনোহর বিবরণ লইয়া ভুলিয়া ছিল"
tagore,"আশা এই অমূলক অভিযোগের বিরুদ্ধে উপযুক্ত জবাব দিতে পারিত- কিন্তু হায়, কেবলমাত্র লজ্জার খাতিরে প্রেমের প্রতিযোগিতায় অন্যায় পরাভব নীরবে মানিয়া লইতে হয়"
tagore,"ইহা হইতে স্পষ্ট প্রমাণ হইবে, মহেন্দ্রের এই পাঠশালাটি সরকারি বা বেসরকারি কোনো বিদ্যালয়ের কোনো নিয়ম মানিয়া চলে না"
tagore,"হয়তো একদিন মহেন্দ্র উপস্থিত নাই সেই সুযোগে আশা পাঠে মন দিবার চেষ্টা করিতেছে, এমন সময় কোথা হইতে মহেন্দ্র আসিয়া তাহার চোখ টিপিয়া ধরিল, পরে তাহার বই কাড়িয়া লইল, কহিল, নিষ্ঠুর, আমি না থাকিলে তুমি আমার কথা ভাব না, পড়া লইয়া থাক"
tagore,"আশা কহিল, তুমি আমাকে মূর্খ করিয়া রাখিবে"
tagore,"মহেন্দ্র কহিল, তোমার কল্যাণে আমারই বা বিদ্যা এমনই কী অগ্রসর হইতেছে"
tagore,"কথাটা আশাকে হঠাৎ বাজিল; তৎক্ষণাৎ চলিয়া যাইবার উপক্রম করিয়া কহিল, আমি তোমার পড়ায় কী বাধা দিয়াছি"
tagore,"মহেন্দ্র তাহার হাত ধরিয়া কহিল, তুমি তাহার কী বুঝিবে"
tagore,"আমাকে ছাড়িয়া তুমি যত সহজে পড়া করিতে পার, তোমাকে ছাড়িয়া তত সহজে আমি আমার পড়া করিতে পারি না"
tagore,পৃষ্ঠা গুরুতর দোষারোপ ইহার পরে স্বভাবতই শরতের এক পসলার মতো এক দফা কান্নার সৃষ্টি হয় এবং অনতিকালমধ্যেই কেবল একটি সজল উজ্জ্বলতা রাখিয়া সোহাগের সূর্যালোকে তাহা বিলীন হইয়া যায়
tagore,"শিক্ষক যদি শিক্ষার সর্বপ্রধান অন্তরায় হন, তবে অবলা ছাত্রীর সাধ্য কী বিদ্যারণ্যের মধ্যে পথ করিয়া চলে"
tagore,"মাঝে মাঝে মাসিমার তীত্র ভর্ৎসনা মনে পড়িয়া চিত্ত বিচলিত হয়- বুঝিতে পারে, লেখাপড়া একটা ছুতা মাত্র; শাশুড়িকে দেখিলে লজ্জায় মরিয়া যায়"
tagore,"কিন্তু শাশুড়ি তাহাকে কোনো কাজ করিতে বলেন না, কোনো উপদেশ দেন না; অনাদিষ্ট হইয়া আশা শাশুড়ির গৃহকার্যে সাহায্য করিতে গেলে তিনি ব্যস্তসমস্ত হইয়া বলেন, কর কী, কর কী, শোবার ঘরে যাও, তোমার পড়া কামাই যাইতেছে"
tagore,"অবশেষে অন্নপূর্ণা আশাকে কহিলেন, তোর যা শিক্ষা হইতেছে সে তো দেখিতেছি, এখন মহিনকেও কি ডাক্তারি দিতে দিবি না"
tagore,"শুনিয়া আশা মনকে খুব শক্ত করিল, মহেন্দ্রকে বলিল, তোমার একৃজামিনের পড়া হইতেছে না, আজ হইতে আমি নীচে মাসিমার ঘরে গিয়া থাকিব"
tagore,শয়নালয় হইতে একেবারে মাসিমার ঘরে আত্মনির্বাসন
tagore,"এই কঠোর প্রতিজ্ঞা উচ্চারণ করিতে তাহার চোখের প্রান্তে জল আসিয়া পড়িল, তাহার অবাধ্য ক্ষুদ্র অধর কীপিয়া উঠিল এবং কণ্ঠস্বর রুদ্ধপ্রায় হইয়া আসিল"
tagore,"মহেন্দ্র কহিল, তবে তাই চলো, কাকীর ঘরেই যাওয়া যাক- কিন্তু তাহা হইলে তাহাকে উপরে আমাদের ঘরে আসিতে হইবে৷ আশা এতবড়ো উদার প্রস্তাবে পরিহাস প্রাপ্ত হইয়া রাগ করিল"
tagore,"মহেন্দ্র কহিল, তার চেয়ে তুমি স্বয়ং দিনরাত্রি আমাকে চোখে চোখে রাখিয়া পাহারা দাও, দেখো আমি একৃজামিনের পড়া মুখস্থ করি কি না"
tagore,অতি সহজেই সেই কথা স্থির হইল
tagore,"চোখে চোখে পাহারার কার্য কিরূপ ভাবে নির্বাহ হইত তাহার বিস্তারিত বিবরণ দেওয়া অনাবশ্যক, কেবল এইটুকু বলিলেই যথেষ্ট হইবে যে, সে বৎসর মহেন্দ্র পরীক্ষায় ফেল করিল এবং চারুপাঠের বিস্তারিত বর্ণনা সত্ত্বেও পুরুভুজ সম্বন্ধে আশার অনভিজ্ঞতা দূর হইল না"
tagore,এইরূপ অপূর্ব পঠন- পাঠন- ব্যাপার যে সম্পূর্ণ নির্বিঘ্নে সম্পন্ন হইয়াছিল তাহা বলিতে পারি না
tagore,বিহারী মাঝে মাঝে আসিয়া অত্যন্ত গোল বাধাইয়া দিত
tagore,মহিনদা মহিনদা করিয়া সে পাড়া মাথায় করিয়া মহেন্দ্রকে তাহার শয়নগৃহের বিবর হইতে টানিয়া না বাহির করিয়া সে কোনোমতেই ছাড়িত পড়ায় শৈথিল্য করিতেছে বলিয়া সে মহেন্দ্রকে বিস্তর ভর্ৎসনা করিত
tagore,"আশাকে বলিত, , গিলিয়া খাইলে হজম হয় না, চিবাইয়া খাইতে হয়"
tagore,"এখন সমস্ত অন্ন এক গ্রাসে গিলিতেছ, ইহার পরে হজমি গুলি খুঁজিয়া পাইবে না"
tagore,"মহেন্দ্র বলিত, চুনি, ও কথা শুনিয়ো বিহারী আমাদের সুখে হিংসা করিতেছে"
tagore,"পৃষ্ঠা বিহারী বলিত, সুখ যখন তোমার হাতেই আছে, তখন এমন করিয়া ভোগ করো যাহাতে পরের হিংসা না হয় তত মহেন্দ্র উত্তর করিত, পরের হিংসা পাইতে যে সুখ আছে"
tagore,"চুনি, আর- একটু হইলেই আমি গর্দভের মতো তোমাকে বিহারীর হাতে সমর্পণ করিতেছিলাম"
tagore,"বিহারী রক্তবর্ণ হইয়া বলিয়া উঠিত, চুপ"
tagore,এই- সকল ব্যাপারে আশা মনে মনে বিহারীর উপরে ভারি বিরক্ত হইত
tagore,"এক সময়ে তাহার সহিত বিহারীর বিবাহ- প্রস্তাব হইয়াছিল বলিয়াই বিহারীর প্রতি তাহার একপ্রকার বিমুখ ভাব ছিল, বিহারী তাহা বুঝিত এবং মহেন্দ্র তাহা লইয়া আমোদ করিত"
tagore,রাজলম্দ্মী বিহারীকে ডাকিয়া দুঃখ করিতেন
tagore,"বিহারী কহিত, মা, পোকা যখন গুটি বাধে তখন তত বেশি ভয় নয়, কিন্তু যখন কাটিয়া উড়িয়া যায় তখন ফেরানো শক্ত"
tagore,"কে মনে করিয়াছিল, ও তোমার বন্ধন এমন করিয়া কাটিবে"
tagore,"মহেন্দ্রের ফেল- করা সংবাদে , গ্রীষ্মকালের আকস্মিক অগ্নিকাণ্ডের মতো দাউ দাউ করিয়া জ্বলিয়া উঠিলেন, কিন্তু তাহার গর্জন এবং দাহনটা সম্পূর্ণ ভোগ করিলেন আহারনিদ্রা দূর হইল"
tagore,পৃষ্ঠা অধ্যায় - একদিন নববর্ষার বর্ষণমুখরিত মেঘাচ্ছন্ন গায়ে একখানি সুবাসিত ফুরফুরে চাদর এবং গলায় একগাছি জুঁইফুলের গোড়ে মালা পরিয়া মহেন্দ্র আনন্দমনে শয়নগৃহে প্রবেশ করিল
tagore,হঠাৎ আশাকে বিস্ময়ে চকিত করিবে বলিয়া জুতার শব্দ করিল না
tagore,"ঘরে উঁকি দিয়া দেখিল, পুব দিকের খোলা জানালা দিয়া প্রবল বাতাস বৃষ্টির ছাট লইয়া ঘরের মধ্যে প্রবেশ করিতেছে, বাতাসে দীপ নিবিয়া গেছে এবং আশা নীচের বিছানার উপরে পড়িয়া অব্যক্তকণ্ঠে কীদিতেছে"
tagore,"মহেন্দ্র দ্রুতপদে কাছে আসিয়া জিজ্ঞাসা করিল, কী হইয়াছে"
tagore,বালিকা দ্বিগুণ আবেগে কীদিয়া উঠিল
tagore,"অনেকক্ষণ পরে ক্রমশ উত্তর পাইল যে, মাসিমা আর সহ্য করিতে না পারিয়া তাহার পিসতুত ভাইয়ের বাসায় চলিয়া গেছেন"
tagore,"মহেন্দ্র রাগিয়া মনে করিল, গেলেন যদি, এমন বাদলার সন্ধ্যাটা মাটি করিয়া গেলেন"
tagore,শেষকালে সমস্ত রাগ মাতার উপরে পড়িল
tagore,তিনিই তো সকল অশান্তির মূল
tagore,"মহেন্দ্র কহিল, কাকী যেখানে গেছেন, আমরাও সেইখানে যাইব, দেখি, মা কাহাকে লইয়া ঝগড়া করেন"
tagore,বলিয়া অনাবশ্যক শোরগোল করিয়া জিনিসপত্র বীধাবীধি মুটে- ডাকাডাকি শুরু করিয়া দিল
tagore,"ধীরে ধীরে মহেন্দ্রের কাছে আসিয়া শান্তস্বরে জিজ্ঞাসা করিলেন, কোথায় যাইতেছিস"
tagore,মহেন্দ্র প্রথমে কোনো উত্তর করিল না
tagore,"দুই- তিন বার প্রশ্নের পর উত্তর করিল, কাকীর কাছে যাইব রাজলম্দ্মী কহিলেন, তোদের কোথাও যাইতে হইবে না, আমিই তোর কাকীকে আনিয়া দিতেছি"
tagore,বলিয়া তৎক্ষণাৎ পালকি চড়িয়া অশ্নপূর্ণার বাসায় গেলেন
tagore,"গলায় কাপড় দিয়া জোড়হাত করিয়া কহিলেন, প্রসন্ন হও মেজোবউ, মাপ করো"
tagore,"অন্নপূর্ণা শশব্যস্ত হইয়া রাজলম্ম্মীর পায়ের ধুলা লইয়া কাতরস্বরে কহিলেন, দিদি, কেন আমাকে অপরাধী করিতেছ"
tagore,তুমি যেমন আজ্ঞা করিবে তাই করিব
tagore,"রাজলম্ম্মী কহিলেন, তুমি চলিয়া আসিয়াছ বলিয়া আমার ছেলে- বউ ঘর ছাড়িয়া আসিতেছে"
tagore,বলিতে বলিতে অভিমানে ক্রোধে ধিক্কারে তিনি কাঁদিয়া ফেলিলেন
tagore,দুই জা বাড়ি ফিরিয়া আসিলেন
tagore,অন্নপূর্ণা মহেন্দ্রের ঘরে যখন গেলেন তখন আশার রোদন শান্ত হইয়াছে এবং মহেন্দ্র নানা কথার ছলে তাহাকে হাসাইবার চেষ্টা করিতেছে
tagore,লক্ষণ দেখিয়া বোধ হয় বাদলার সন্ধ্যাটা সম্পূর্ণ ব্যর্থ না যাইতেও পারে
tagore,"পৃষ্ঠা অন্নপূর্ণা কহিলেন, চুনি, তুই আমাকে ঘরেও থাকতে দিবি না, অন্য কোথাও গেলেও সঙ্গে লাগিবি"
tagore,আমার কি কোথাও শান্তি নাই
tagore,আশা অকস্মাৎ বিদ্ধ মৃগীর মতো চকিত হইয়া উঠিল
tagore,"মহেন্দ্র একান্ত বিরক্ত হইয়া কহিল, কেন কাকী, চুনি তোমার কী করিয়াছে"
tagore,"অন্নপূর্ণা কহিলেন, বউ- মানুষের এত বেহায়াপনা দেখিতে পারি না বলিয়াই চলিয়া গিয়াছিলাম, আবার শাশুড়িকে কাদাইয়া কেন আমাকে ধরিয়া আনিল পোড়ারমুখী জীবনের কবিত্বব- অধ্যায়ে মা খুড়ী যে এমন , তাহা মহেন্দ্র জানিত না"
tagore,"পরদিন রাজলম্ম্মী বিহারীকে ডাকাইয়া কহিলেন, বাছা, তুমি একবার মহিনকে বলো, অনেক দিন দেশে যাই নাই, আমি বারাসতে যাইতে চাই বিহারী কহিল, অনেক দিনই যখন যান নাই তখন আর নাই গেলেন"
tagore,"আচ্ছা, আমি মহিনদাকে বলিয়া দেখি, কিন্তু সে যে কিছুতেই রাজি হইবে তা বোধ হয় না"
tagore,"মহেন্দ্র কহিল, তা, জন্মস্থান দেখিতে ইচ্ছা হয় বটে"
tagore,কিন্তু বেশি দিন মার সেখানে না থাকাই ভালো- বর্ষার সময় জায়গাটা ভালো নয়
tagore,মহেন্দ্র সহজেই সম্মতি দিল দেখিয়া বিহারী বিরক্ত হইল
tagore,"কহিল, মা একলা যাইবেন, কে তাহাকে দেখিবে"
tagore,বৌঠানকেও সঙ্গে পাঠাইয়া দাও- না
tagore,"বিহারীর গূঢ় ভর্ৎসনায় মহেন্দ্র কুষ্ঠিত হইয়া কহিল, তা বুঝি আর পারি না"
tagore,কিন্তু কথাটা ইহার অধিক আর অগ্রসর হইল না
tagore,"এমনি করিয়াই বিহারী আশার চিত্ত বিমুখ করিয়া দেয়, এবং আশা তাহার উপরে বিরক্ত হইতেছে মনে করিয়া সে যেন একপ্রকারের শুষ্ক আমোদ অনুভব করে"
tagore,"বলা বাহুল্য, জন্মস্থান দেখিবার জন্য অত্যন্ত উৎসুক ছিলেন না"
tagore,"যখন কমিয়া আসে তখন মাঝি যেমন পদে পদে লগি ফেলিয়া দেখে কোথায় কত জল, তেমনি ভাবান্তরের সময় মাতাপুত্রের সম্পর্কের মধ্যে লগি ফেলিয়া দেখিতেছিলেন"
tagore,"তাহার বারাসতে যাওয়ার প্রস্তাব যে এত এত সহজেই তল পাইবে, তাহা তিনি আশা করেন নাই"
tagore,"মনে মনে কহিলেন, গৃহত্যাগে এবং আমার গৃহত্যাগে প্রভেদ আছে- সে হইল মন্ত্র-জানা ডাইনী আর আমি হইলাম মা, আমার যাওয়াই ভালো"
tagore,"অন্নপূর্ণা ভিতরকার কথাটা বুঝিলেন, তিনি মহেন্দ্রকে বলিলেন, দিদি গেলে আমিও থাকিতে পারিব না"
tagore,"পৃষ্ঠা মহেন্দ্র রাজলন্ম্মীকে কহিল, শুনিতেছ মা"
tagore,"তুমি গেলে কাকীও যাইবেন, তাহা হইলে আমাদের ঘরের কাজ চলিবে কী করিয়া"
tagore,"রাজলম্ম্মী বিদ্বেষবিষে জর্জরিত হইয়া কহিলেন, তুমি যাইবে মেজোবউ"
tagore,তুমি গেলে চলিবে কী করিয়া
tagore,রাজলম্ম্মীর আর বিলম্ব সহিল না
tagore,পরদিন মধ্যাহ্েই তিনি দেশে যাইবার জন্য প্রস্তুত
tagore,"মহেন্দ্রই যে তাহাকে দেশে রাখিয়া আসিবে, এ বিষয়ে বিহারীর বা আর- কাহারও সন্দেহ ছিল না"
tagore,"কিন্তু সময়কালে দেখা গেল, মহেন্দ্র মার সঙ্গে একজন সরকার ও দারোয়ান পাঠাইবার ব্যবস্থা করিয়াছে"
tagore,"বিহারী কহিল, মহিনদা, তুমি যে এখনো তৈরি হও নাই"
tagore,"মহেন্দ্র লজ্জিত হইয়া কহিল, আমার আবার কালেজের- বিহারী কহিল, আচ্ছা তুমি থাকো, মাকে আমি পৌছাইয়া দিয়া আসিব"
tagore,"বিরলে আশাকে কহিল, বাস্তবিক, বিহারী বাড়াবাড়ি আরম্ভ করিয়াছে"
tagore,"দেখাইতে চায়, যেন ও আমার চেয়ে মার কথা বেশি ভাবে"
tagore,"অন্নপূর্ণাকে থাকিতে হইল, কিন্তু তিনি লজ্জায় ক্ষোভে ও বিরক্তিতে সংকুচিত হইয়া রহিলেন"
tagore,খুড়ীর এইরূপ দূরভাব দেখিয়া মহেন্দ্র রাগ করিল এবং আশাও অভিমান করিয়া রহিল
tagore,পৃষ্ঠা অধ্যায় - রাজলম্ম্মী জন্মভূমিতে পৌছিলেন
tagore,"বিহারী তাহাকে পৌছাইয়া চলিয়া আসিবে এরূপ কথা ছিল, কিন্তু সেখানকার অবস্থা দেখিয়া, সে ফিরিল না"
tagore,রাজলম্ম্মীর পৈতৃক বাটীতে দুই- একটি অতিবৃদ্ধা বিধবা বীঁচিয়া ছিলেন মাত্র
tagore,"চারি দিকে ঘন জঙ্গল ও বাশবন, জল সবুজবর্ণ, দিনে- দুপুরে শেয়ালের ডাকে রাজলম্দ্মীর চিত্ত উদ্ভ্রান্ত হইয়া উঠে"
tagore,"বিহারী কহিল, মা, জন্মভূমি বটে, কিন্তু স্বর্গাদপি গরীয়সী কোনোমতেই বলিতে পারি না"
tagore,কলিকাতায় এখানে তোমাকে পরিত্যাগ করিয়া গেলে আমার অধর্ম হইবে
tagore,এমন সময় বিনোদিনী আসিয়া তাহাকে আশ্রয় দিল এবং আশ্রয় করিল
tagore,বিনোদিনীর পরিচয় প্রথমেই দেওয়া হইয়াছে
tagore,এক সময়ে মহেন্দ্র এবং তদভাবে বিহারীর সহিত তাহার বিবাহের প্রস্তাব হইয়াছিল
tagore,"বিধিনির্বন্ধে যাহার সহিত তাহার শুভবিবাহ হয়, সে লোকটির সমস্ত অন্তরিস্দ্রিয়ের মধ্যে ছিল সর্বাপেক্ষা প্রবল"
tagore,সেই অতিভারেই সে দীর্ঘকাল জীবনধারণ করিতে পারিল না
tagore,"তাহার মৃত্যুর পর হইতে বিনোদিনী, জঙ্গলের মধ্যে একটিমাত্র উদ্যানলতার মতো, নিরানন্দ পল্লীর মধ্যে মুহ্যমান ভাবে জীবনযাপন করিতেছিল"
tagore,অদ্য সেই অনাথা আসিয়া তাহার পিস্শাশঠাকরুনকে ভক্তিভরে প্রণাম করিল এবং তাহার সেবায় আত্মসমর্পণ করিয়া দিল
tagore,সেবা ইহাকেই মুহূর্তের জন্য আলস্য নাই
tagore,"কেমন পরিপাটি কাজ, কেমন সুন্দর রান্না, কেমন সুমিষ্ট কথাবার্তা রাজলম্মমী বলেন, বেলা হইল মা, তুমি দুটি খাও গে যাও"
tagore,পাখা করিয়া পিসিমাকে ঘুম না পাড়াইয়া সে উঠে না
tagore,"এমন করিলে যে তোমার অসুখ করিবে বিনোদিনী নিজের প্রতি নিরতিশয় তাচ্ছিল্য প্রকাশ করিয়া বলে, আমাদের দুঃখের শরীরে অসুখ করে না পিসিমা"
tagore,"আহা কতদিন পরে জন্মভূমিতে আসিয়াছ, এখানে কী আছে, কী দিয়া তোমাকে আদর করিব"
tagore,বিহারী দুইদিনে পাড়ার কর্তা হইয়া উঠিল
tagore,"কেহ তার কাছে রোগের ওঁষধ কেহ- বা মোকদ্দমার পরামর্শ লইতে আসে, কেহ- বা নিজের ছেলেকে বড়ো আপিসে কাজ জুটাইয়া দিবার জন্য তাহাকে ধরে, কেহ- বা তাহার কাছে দরখাস্ত লিখাইয়া লয়"
tagore,"বৃদ্ধদের তাসপাশার বৈঠক হইতে বাগ্দিদের তাড়িপানসভা পর্যন্ত সর্বত্র সে তাহার সকৌতুক কৌতূহল এবং স্বাভাবিক হৃদ্যতা লইয়া যাতায়াত করিত- কেহ তাহাকে দূর মনে করিত না, অথচ সকলেই তাহাকে সম্মান করিত"
