author,text
bibhutibhushan bandopadhyay,তার ভাবভঙ্গী ও গলার স্বরে বুড়ীর হাসিবার উৎসাহ আর না বড় রহিল
bibhutibhushan bandopadhyay,সর্বজয়া কথার উত্তর দিতে না দিয়াই বলিল--এ বাড়ী আর তোমার জায়গা কিছুতেই হবে না-সে তোমাকে আমি সেদিন বলে দিয়েচি-ফের কোন মুখে এয়েচ
bibhutibhushan bandopadhyay,"বুড়ী কাঠের মত হইয়া গেল, মুখ দিয়া আর কোন কথা বাহির হইল না"
bibhutibhushan bandopadhyay,"পরে সে হঠাৎ একেবারে কাঁদিয়া বলিল- ও বৌ, অমন করে বলিসনে--একটুখানি ঠাঁই দে আমারে কোথায় যাবো আর শেষকালডা বল দিকিনি-তবু এই ভিটেটাতে- , আর ভিটের দোহাই দিতে হবে না, ভিটের কল্যাণ ভেবে তোমার তো ঘুম নেই, যাও এক্ষুনি বিদেয় হও, নৈলে অনথ্থ বাধাবো- ব্যাপার এরূপ দাঁড়াইবে বুড়ী বোধ হয় আদৌ প্রত্যাশা করে নাই"
bibhutibhushan bandopadhyay,"ব্যক্তি যেমন ডুবিয়া যাইবার সময় যাহা পায় তাহাই আঁকড়াইয়া ধরিতে চায়, বুড়ী সেইরূপ মুঠা আঁকড়াইয়া আশ্রয় খুঁজিতে লক্ষ্যহীন ভাবে এদিক ওদিক চাহিল-আজ তাহার কেমন মনে হইল যে, বহুদিনের আশ্রয় সত্য সত্যই তাহার পায়ের তলা হইতে সরিয়া যাইতেছে, আর তাহাকে ধরিয়া রাখিবার উপায় নাই"
bibhutibhushan bandopadhyay,"সর্বজয়া বলিল-যাও আর বসে থেকো না ঠাকুরঝি, বেলা হয়ে যাচ্ছে আমার কাজকর্ম আছে, এখানে তোমার জায়গা কোনোরকমে দিতে পারবো না- পুটুলি লইয়া অতিকষ্টে আবার উঠিল"
bibhutibhushan bandopadhyay,"বাহির দরজার কাছে যাইতে তাহার নজর পড়িল তাহার উঠান-ঝাঁটের ঝাঁটাগাছটা পাঁচিলের কোণে ঠেস দেওয়ানো আছে, আজ তিন-চারি মাস তাহাতে কেহ হাত দেয় নাই"
bibhutibhushan bandopadhyay,"এই ভিটার ঘাসটুকু, এ কত লেবু গাছটা, এই অত্যন্ত প্রিয় ঝাঁটাগাছটা, খুকী, খোকা, ব্রজ পিসের ভিটা--তার সত্তর বৎসরের জীবনে এ সব ছাড়া সে আর কিছু জানেও নাই, বুঝেও চিরকালের মত তাহারা আজ দূরে সরিয়া যাইতেছে"
bibhutibhushan bandopadhyay,"সজনেতলা দিয়া পুটুলি বগলে যাইতে পিছন হইতে রায়বাড়ীর গিন্নী বলিল- ঠাক্মা, ফিরে যাচ্ছে কোথায়"
bibhutibhushan bandopadhyay,উত্তর না পাইয়া বলিল-ঠাক্মা আজকাল কানের মাথা একেবারে খেয়েছে
bibhutibhushan bandopadhyay,"বৈকালে ও-পাড়া হইতে কে আসিয়া বলিল--ও মা-ঠাক্রুণ, তোমাদের বুড়ী বোধ হয় মরে যাচ্ছে, পালিতদের গোলার কাছে দুপুর থেকে শুয়ে আছে, রোদ্দুরে ফিরে যাচ্ছিল, আর যেতে পারেনি--একবার গিয়ে দেখে এসো-দাদাগঠাকুর বাড়ী নেই"
bibhutibhushan bandopadhyay,"পালিতদের বড় মাচার তলায় গোলার পাশে ইন্দির ঠাক্রুণ মরিতেছিল একথা হরিহরের বাড়ী হইতে ফিরিতে ফিরিতে তাহার গা কেমন করে, রৌদ্রে আর আগাইতে না পারিয়া এইখানেই শুইয়া পড়ে"
bibhutibhushan bandopadhyay,"বুকে পিঠে তেল মালিশ, পাখার বাতাস, সব করিবার পরে বেশী বেলায় অবস্থা খারাপ বুঝিয়া নামাইয়া রাখিয়াছে"
bibhutibhushan bandopadhyay,পালিত-পাড়ার অনেকে ঘিরিয়া দাঁড়াইয়া আছে
bibhutibhushan bandopadhyay,কেহ বলিতেছে- তা রোদ্দুরে বেরুলেই বা কেন
bibhutibhushan bandopadhyay,"কেই বলিতেছে- এখুনি সামলে উঠবে এখন, ভিরমি লেগেছে বোধ বিশু পালিত বলিল-- ভিরমি বুড়ী আর বাঁচবে না, হরিজেঠা বোধ হয় বাড়ী নেই, খবর তো দেওয়া হয়েছে, সকলে বলিল-দাও দাদাঠাকুর, ভাগ্যিস এসে পড়েচ, একটুখানি গঙ্গাজল মুখে দাও দিকি"
bibhutibhushan bandopadhyay,"দ্যাখো তো কাণ্ড, বামুনপাড়া না-কিছু না- কে একটু মুখে জল দেয়"
bibhutibhushan bandopadhyay,হাতের বৈচিকাঠের লাঠিটা বিশু পালিতের হাতে দিয়া বুড়ীর মুখের কাছে বসিল
bibhutibhushan bandopadhyay,"কুশী করিয়া গঙ্গাজল লইয়া ডাক দিল--ও পিসিমা বুড়ী চোখ মেলিয়া ফ্যালফ্যাল্ করিয়া মুখের দিকে চাহিয়াই রহিল, তাহার মুখে কোন উত্তর শুনা গেল না"
bibhutibhushan bandopadhyay,ফণী আবার ডাকিল-কেমন আছেন পিসিমা
bibhutibhushan bandopadhyay,শরীর কি অসুখ মনে হচ্ছে
bibhutibhushan bandopadhyay,পরে সে গঙ্গাজলটুকু মুখে ঢালিয়া দিল
bibhutibhushan bandopadhyay,"জল কিন্তু মুখের মধ্যে গেল না, বিশু পালিত বলিল- আর একবার দাও দাদাঠাকুর-আর খানিকক্ষণ পরে বুড়ীর চোখের পাতা বুজাইয়া দিতেই কোটরগত অনেকখানি জল শীর্ণ গাল-দুটা বাহিয়া গড়াইয়া পড়িল"
bibhutibhushan bandopadhyay,ইন্দির ঠাক্রুণের মৃত্যুর সঙ্গে সঙ্গে নিশ্চিন্দিপুর গ্রামে সেকালের অবসান হইয়া গেল
bibhutibhushan bandopadhyay,আম-আঁটির-ভেপু কিন্তু এতদূর আসে কে
bibhutibhushan bandopadhyay,শুনিতে পাইয়া দীনু চক্রবর্তীর বড় ছেলে ব্যাপার কি দেখিতে আসিল
bibhutibhushan bandopadhyay,সপ্তম পরিচ্ছেদ ইন্দির মৃত্যুর পর চার-পাঁচ বৎসর কাটিয়া গিয়াছে
bibhutibhushan bandopadhyay,"মাঘ মাসের শেষ, শীত বেশ আছে"
bibhutibhushan bandopadhyay,দুই পাশে ঝোপে- ঝোপে-ঘেরা সরু মাটির পথ বাহিয়া নিশ্চিন্দিপুরের কয়েকজন লোক সরস্বতীপূজার বৈকালে গ্রামের বাহিরের মাঠে পাখী দেখিতে যাইতেছিল
bibhutibhushan bandopadhyay,"দলের একজন বলিল, ওহে হরি, ভূষণো গোয়ালার দরুন কলাবাগানটা তোমরা কি ফের জমা দিয়েচো নাকি"
bibhutibhushan bandopadhyay,যাহাকে উদ্দেশ্য করিয়া বলা হইল তাহাকে দেখিলে দশ বৎসর পূর্বের সে হরিহর রায় বলিয়া মনে হয় না
bibhutibhushan bandopadhyay,"এখন মধ্যবয়সী, পুরাদস্তর সংসারী, ছেলেমেয়েদের বাপ হরিহর খাজনা সাধিয়া গ্রামে ঘোরে, পৈতৃক আমলের শিষ্যসেবকের ঘরগুলি সন্ধান করিয়া বসিয়া গুরুগিরি চালায়, হাটেমাঠে জমির ঘরামির সঙ্গে ঝিঙে-পটলের দর-দস্তর করিয়া ঘোরে, তাহার সঙ্গে আগেকার সে অবাধগতি, মুক্তপ্রাণ, ভবঘুরে যুবক হরিহরের কোন মিল নাই ক্রমে ক্রমে পশ্চিমের সে-জীবন অনেক দূরের হইয়া দুর্গের চওড়া প্রাচীরে বসিয়া বসিয়া দূর পাহাড়ের সূর্যাস্ত দেখা, কেদারের পথে তেজপাতার বনে রাতকাটানো, শাহ্ কাশেম সুলেমানীর দরগার বাগান হইতে টক কমলালেবু ছিড়িয়া খাওয়া, গলিত রৌপ্যধারার মত স্বচ্ছ, উজ্জ্বল হিমশীতল স্বর্গনদী অলকানন্দা, দশাশ্বমেধ ঘাটের জলের ধারের রাণা-একটু একটু মনে পড়ে, যেন অনেকদিন আগেকার দেখা স্বপ্ন"
bibhutibhushan bandopadhyay,"হরিহর সায়সূচক কিছু বলিতে গিয়া পিছন ফিরিয়া বলিল, ছেলেটা আবার কোথায় গেল"
bibhutibhushan bandopadhyay,"খোকা, খোকা-আ-আ পথের বাঁকের আড়াল হইতে একটি ছয় সাত বছরের ফুটফুটে সুন্দর, ছিপছিপে চেহারার ছেলে ছুটিয়া আসিয়া দলের নাগাল ধরিল"
bibhutibhushan bandopadhyay,হরিহর বলিল- আবার পিছিয়ে পড়লে এরি মধ্যে
bibhutibhushan bandopadhyay,নাও এগিয়ে চলো ছেলেটা বলিল- বনের মধ্যে কি গেল বাবা
bibhutibhushan bandopadhyay,হরিহর প্রশ্নের দিকে কোনো মনোযোগ না দিয়া নবীন পালিতের সঙ্গে মৎস্যশিকারের পরামর্শ আঁটিতে লাগিল
bibhutibhushan bandopadhyay,হরিহরের ছেলে পুনরায় আগ্রহের সুরে বলিল- -কি দৌড়ে গেল বাবা বনের মধ্যে
bibhutibhushan bandopadhyay,"হরিহর জানি বাবা, তোমার কথার উত্তর দিতে আমি আর পারিনে"
bibhutibhushan bandopadhyay,"সেই বেরিয়ে অবধি শুরু করেচো এটা কি, ওটা কি- কি গেল বনের মধ্যে তা কি আমি দেখেচি"
bibhutibhushan bandopadhyay,বালক বাবার কথায় আগে আগে চলিল
bibhutibhushan bandopadhyay,"নবীন পালিত বলিল, বরং এক কাজ করো হরি, মাছ যদি ধরতে হয়, তবে বঁয়শার বিলে একদিন চলে যাওয়া যাক- পুব-পাড়ার নেপাল পাড়ুই বাচ দিচ্ছে, রোজ দেড়মণ দু'মণ এইরকম পড়চে- পাঁচ-সেরের নীচে মাছ নেই"
bibhutibhushan bandopadhyay,"শুনলাম, একদিন শেষরাত্তিরে নাকি বিলের একেবারে মধ্যিখানে অথৈ জলে সাঁ সাঁ করে ঠিক যেন বকনা বাছুরের ডাক- বুঝলে"
bibhutibhushan bandopadhyay,সকলে একসঙ্গে আগাইয়া আসিয়া নবীন পালিতের মুখের দিকে চাহিয়া রহিল
bibhutibhushan bandopadhyay,"অনেক-কেলে পুরানো বিল, গহিন জল, দেখেছো তো মধ্যিখানে জল যেন কালো শিউগোলা,পদ্মগাছের জঙ্গল, কেউ বলে রাঘব বোয়াল, কেউ বলে যক্ষি-যতক্ষণ ফর্সা না হোলো ততক্ষণ তো মশাই নৌকার ওপরে সকলে বসে ঠকঠক করে কাঁপতে লাগলো"
bibhutibhushan bandopadhyay,"বেশ জমিয়া আসিয়াছে, হঠাৎ হরিহরের ছেলেটি মহা-উৎসাহে পাশের এক উলুখড়ের ঝোপের দিকে আঙুল তুলিয়া চীৎকার করিতে করিতে ছুটিয়া গেল- -এঁ যাচ্ছে বাবা, দ্যাখো বাবা, এ গেল বাবা, বড় বড় কান,"
bibhutibhushan bandopadhyay,"তাহার বাবা পিছন হইতে ডাক দিয়া বলিল,-উহ্ উহ্ কাঁটা কাঁটা-পরে তাড়াতাড়ি আসিয়া খপ করিয়া ছেলের হাতখানি ধরিয়া বলিল,-আঃ বড্ড বিরক্ত কল্পে দেখছি তুমি, একশ' বার বারণ কচ্ছি তা তুমি কিছুতেই শুনবে না, এ জন্যেই তো আনতে চাচ্ছিলাম না"
bibhutibhushan bandopadhyay,বালক উৎসাহে ও আগ্রহে উজ্জ্বল মুখ উচু করিয়া বাবার দিকে তুলিয়া জিজ্ঞাসা করিল- কি বাবা
bibhutibhushan bandopadhyay,"হরিহর বলিল- কি তা কি আমি দেখেচি শুওর-টুওর হবে- নাও চলো, ঠিক রাস্তার মাঝখান দিয়ে হাঁটো- -শূওর না বাবা, ছোট্ট যে"
bibhutibhushan bandopadhyay,পরে সে নীচু হইয়া দৃষ্ট বস্তুর মাটি হইতে উচ্চতা দেখাইতে গেল
bibhutibhushan bandopadhyay,"চল চল -হ্যাঁ- আমি বুঝতে পেরেছি, আর দেখাতে হবে না-চল-দিকি"
bibhutibhushan bandopadhyay,"নবীন পালিত বলিল--ও হোলো খরগোশ, খোকা খরগোশ"
bibhutibhushan bandopadhyay,"এখানে খড়ের ঝোপে খরগোশ থাকে, তাই"
bibhutibhushan bandopadhyay,"বালক বর্ণপরিচয়ে খ'-এ খরগোশের ছবি দেখিয়াছে কিন্তু তাহা যে জীবন্ত অবস্থায় এ রকম লাফাইয়া পালায় বা তাহা আবার সাধারণ চক্ষুতে দেখিতে পাওয়া যায়, এ কথা সে কখনো ভাবে নাই"
bibhutibhushan bandopadhyay,"-একেবারে তোমার সামনে লাফাইয়া পালায়;-ছবি না, কাচের পুতুল না - -একেবারে কানখাড়া সত্যিকারের খরগোশ"
bibhutibhushan bandopadhyay,"--জল-মাটির তৈরী নশ্বর পৃথিবীতে এ ঘটনা কি করিয়া সম্ভব হইল, বালক তাহা কোনমতেই ভাবিয়া ঠাহর করিতে পারিতেছিল না"
bibhutibhushan bandopadhyay,সকলে বনে ঘেরা সরু পথ ছাড়াইয়া মাঠে পড়িল
bibhutibhushan bandopadhyay,"নদীর ধারের বাবলা ও জীওল গাছের আড়ালে একটা বড় ইটের পাঁজার মত জিনিস নজরে পড়ে, ওটা পুরানো কালের নীলকুঠির জ্বালঘরের ভগ্নাবশেষ"
bibhutibhushan bandopadhyay,"সেকালে নীলকুঠির আমলে এই নিশ্চিন্দিপুর বেঙ্গল ইন্ডিগো কন্সারনের হেড কুঠি ছিল, এ অঞ্চলের"
bibhutibhushan bandopadhyay,কুঠির উপর নিশ্চিন্দিপুর কুঠির ম্যানেজার জন্ লারমার দোর্দগুপ্রতাপে রাজত্ব করিত
bibhutibhushan bandopadhyay,"এখন ভাঙা চৌবাচ্চাঘর, জ্বালঘর, সাহেবের কুঠি, আপিস জঙ্গলাকীর্ণ ইটের স্তূপে পরিণত হইয়াছে যে প্রবল-প্রতাপ লারমার সাহেবের নামে একসময় এ অঞ্চলে বাঘে-গরুতে এক ঘাটে জল খাইত, আজকাল দু'একজন অতিবৃদ্ধ ছাড়া সে লোকের নাম পর্যন্ত কেহ জানে মাঠের ঝোপঝাপগুলো উলুখড়, বনকলমী, সোঁদাল ও কুলগাছে ভরা"
bibhutibhushan bandopadhyay,"কলমীলতা সারা ঝোপগুলার মাথা বড় বড় সবুজ পাতা বিছাইয়া ঢাকিয়া দিয়াছে-ভিতরে শ্লিগ্ধ ছায়া, ছোট গোয়ালে, নাটাকাঁটা, ও নীল বন-অপরাজিতা ফুল সূর্যের আলোর দিকে মুখ উঁচু করিয়া ফুটিয়া আছে, পড়ন্ত বেলার ছায়ায় বনভূমির শ্যামলতা, পাখীর ডাক, চারিধারে প্রকৃতির মুক্ত হাতে ছড়ানো এশ্বর্য রাজার মত ভাণ্ডার বিলাইয়া দান, কোথাও এতটুকু দারিদ্র্যের আশ্রয় খুঁজিবার চেষ্টা নাই, মধ্যবিত্তের কার্পণ্য নাই"
bibhutibhushan bandopadhyay,"বেলাশেষের ইন্দ্রজালে মাঠ, নদী, বন মায়াময়"
bibhutibhushan bandopadhyay,"মাঠের মধ্যে বেড়াইতে বেড়াইতে নবীন পালিত মহাশয় একবার এই মাঠের উত্তর অংশের জমিতে শাঁকআলুর চাষ করিয়া কিরূপ লাভবান হইয়াছিলেন, সে গল্প করিতে লাগিলেন"
bibhutibhushan bandopadhyay,"একজন বলিল, কুঠির ইটগুলো নাকি হবে শূনছিলাম, নবাবগঞ্জের মতি দাঁ নাকি দরদস্তর কচ্ছে"
bibhutibhushan bandopadhyay,মতি দাঁর কথায় সে ব্যক্তি সামান্য অবস্থা হইতে কিরূপে ধনবান হইয়াছে সে কথা আসিয়া পড়িল
bibhutibhushan bandopadhyay,"তাহা হইতে বর্তমান কালের দুর্মূল্যতা, আষাঢুর বাজারে কুপ্তুদের গোলদারী দোকান পুড়িয়া যাইবার কথা, গ্রামের দীনু গাঙ্গুলীর মেয়ের বিবাহের তারিখ কবে প্রভৃতি বিবিধ আবশ্যকীয় সংবাদের আদান-প্রদান হইতে লাগিল"
bibhutibhushan bandopadhyay,হরিহরের ছেলে বলিল-নীলকণ্ঠ পাখী কৈ বাবা
bibhutibhushan bandopadhyay,এই দেখো এখন; বাবলাগাছে এখুনি এসে বসবে- বালক মুখ উঁচু করিয়া নিকটবর্তী সমুদয় বাবলাগাছের মাথার দিকে চাহিয়া দেখিতে লাগিল
bibhutibhushan bandopadhyay,"মাঠের ইতস্তত নীচু নীচু কুলগাছে অনেক কুল পাকিয়া আছে, বালক অবাক হইয়া লুক্ধদৃষ্টিতে সেদিকে চাহিয়া চাহিয়া দেখিল"
bibhutibhushan bandopadhyay,কয়েকবার কুল পাড়িতে গিয়া বাবার বকুনিতে তাহাকে নিবৃত্ত হইতে হইল
bibhutibhushan bandopadhyay,এত ছোট গাছে কুল হয়
bibhutibhushan bandopadhyay,"তাহাদের পাড়ায় যে কুলের গাছ আছে, তাহা খুব উঁচু বলিয়া ইচ্ছা থাকিলেও সে সুবিধা করিতে পারে না"
bibhutibhushan bandopadhyay,"ভারী আঁকুষিটা দুই হাতে আঁকড়াইয়া ধরিয়াও তুলিতে পারে না, কুপথ্যের জিনিস লুকাইয়া খাওয়া কষ্টসাধ্য হইয়া পড়ে--এ সে টের পায়"
bibhutibhushan bandopadhyay,"খবর পাইয়া মা আসিয়া বাড়ী ধরিয়া লইয়া যায়, বলে--ওমা আমার কী হবে"
bibhutibhushan bandopadhyay,এমন দুষ্টু ছেলে হয়েচ তুমি
bibhutibhushan bandopadhyay,এই সেদিন উঠলে জ্বর থেকে আজ অমনি কুলতলায় ঘুরে বেড়াচ্ছ
bibhutibhushan bandopadhyay,"একটুখানি পিছন ফিরেছি, আর অমনি এসে দেখি বাড়ী নেই"
bibhutibhushan bandopadhyay,"কটা কুল খেয়েচিস, দেখি মুখ দেখি"
bibhutibhushan bandopadhyay,"সে বলে, কুল খাইনি তো মা, তলায় একটাও কুল পড়ে নেই, আমি বুঝি পাড়তে পারি"
bibhutibhushan bandopadhyay,পরে সে টুকটুকে মুখটি মায়ের অত্যন্ত নিকটে লইয়া গিয়া হাঁ করে
bibhutibhushan bandopadhyay,ইছামতী ইছামতী একটি ছোট নদী ইছামতী একটি ছোট নদী
bibhutibhushan bandopadhyay,"অন্তত যশোর জেলার মধ্য দিয়ে এর যে অংশ প্রবাহিত, দক্ষিণে ইছামতী কুমির-কামট-হাঙ্গর সংকুল বিরাট নোনা গাঙে পরিণত হয়ে কোথায় কোন সুন্দরবনে সুঁদরি-গরান গাছের জঙ্গলের আড়ালে বঙ্গোপসাগরে মিশে গিয়েচে, সে খবর যশোর জেলার গ্রাম্য অঞ্চলের কোনো লোকই রাখে না"
bibhutibhushan bandopadhyay,"ইছামতীর যে অংশ নদীয়া ও যশোর জেলার মধ্যে অবস্থিত, সে অংশটুকুর রূপ সত্যিই এত চমৎকার, যাঁরা দেখবার সুযোগ পেয়েছেন তারা জানেন"
bibhutibhushan bandopadhyay,"কিন্তু তারাই সবচেয়ে ভালো করে উপলব্ধি করবেন, যাঁরা অনেকদিন ধরে বাস করচেন এ অঞ্চলে"
bibhutibhushan bandopadhyay,"ভগবানের একটি অপূর্ব শিল্প এর দুই তীর, বনবনানীতে সবুজ, পক্ষী- কাকলিতে মুখর"
bibhutibhushan bandopadhyay,"মড়িঘাটা কি বাজিতপুরের ঘাট থেকে নৌকো করে চলে যেও চাঁদুড়িয়ার ঘাট পর্যন্ত দেখতে পাবে দুধারে পলতেমাদার গাছের লাল ফুল, জলজ বন্যেবুড়োর ঝোপ, টেপাপানার দাম, বুনো তিৎপল্লা লতার হলদে ফুলের শোভা, কোথাও উঁচু পাড়ে প্রাচীন বট-অশ্বশ্ধের ছায়াভরা উলুটি-বাচড়া-বৈঁচি ঝোপ, বাঁশঝাড়, গাঙশালিখের গর্ত, সুকুমার লতাবিতান"
bibhutibhushan bandopadhyay,"গাঙের পাড়ে লোকের বসতি কম, শুধুই দূর্বাঘাসের সবুজ চরভূমি, শুধুই চখা বালির ঘাট, বনকুসুমে ভর্তি ঝোপ, বিহঙ্গকাকলি মুখর বনান্তস্থলী"
bibhutibhushan bandopadhyay,গ্রামের ঘাটে কোথাও দু'দশখানা ডিঙি নৌকো বাঁধা রয়েছে
bibhutibhushan bandopadhyay,ক্বচিৎ উঁচুশিমুল গাছের আঁকাবাঁকা শুকনো ডালে শকুনি বসে আছে সমাধিস্থ অবস্থায়-ঠিক যেন চীনা চিত্রকরের অঙ্কিত ছবি
bibhutibhushan bandopadhyay,"কোনো ঘাটে মেয়েরা নাইচে, কাঁখে কলসি ভরে জল নিয়ে ডাঙায় উঠে, সঙ্গিনীর সঙ্গে কথাবার্তা কইচে"
bibhutibhushan bandopadhyay,"এক-আধজায়গায় গাঙের উঁচু পাড়ের কিনারায় মাঠের মধ্যে কোনো গ্রামের প্রাইমারি ইস্কুল; লম্বা ধরনের চালাঘর, দরমার কিংবা কঞ্চির বেড়ার দিয়ে ঘেরা; আসবাবপত্রনের মধ্যে দেখা যাবে ভাঙ্গা নড়বড়ে একখানা চেয়ার দড়ি দিয়ে খুঁটের সঙ্গে বাঁধা, আর খানকতক বেঞ্চে"
bibhutibhushan bandopadhyay,"সবুজ চরভূমির যখন সুমুখ পড়বে, গ্রীষ্মদিনে সাদা খোকা খোকা ফুটে থাকবে, সোঁদালি ফুলের ঝাড় দুলবে নিকটবর্তী বনঝোপ থেকে নদীর মৃদু বাতাসে, তখন নদীপথ-যাত্রীরা দেখতে পাবে নদীর ধারে পুরোনো পোড়ো ভিটের ঈষদুচ্চ পোতা, বর্তমানে হয়ত আকন্দঝোপে ঢেকে ফেলেচে তাদের বেশি অংশটা, হয়ত দু-একটা উইয়ের গজিয়েচে কোনো কোনো ভিটের পোতায়"
bibhutibhushan bandopadhyay,"এইসব ভিটে দেখে তুমি স্বপ্ন দেখবে অতীত দিনগুলির, স্বপ্ন দেখবে সেইসব মা ও ছেলের, ভাই ও বোনের, যাদের জীবন ছিল একদিন এইসব বাস্তুভিটের সঙ্গে জড়িয়ে"
bibhutibhushan bandopadhyay,কত সুখদুঃখের অলিখিত ইতিহাস বর্ষাকালে জলধারাঙ্কিত ইছামতী ক্ষীণ রেখার মতো আঁকা হয় শতাব্দীতে শতাব্দীতে এদের বুকে
bibhutibhushan bandopadhyay,"সূর্য আলো দেয়, হেমন্তের আকাশ শিশির বর্ষণ করে, জ্যোৎম্না-পক্ষের চাঁদ জ্যোৎন্না ঢালে এদের বুকে"
bibhutibhushan bandopadhyay,"সেইসব বাণী, সেইসব ইতিহাস আমাদের আসল জাতীয় ইতিহাস"
bibhutibhushan bandopadhyay,"মুক-জনগণের ইতিহাস, রাজা-রাজড়াদের বিজয়কাহিনী নয়"
bibhutibhushan bandopadhyay,সালের বন্যার জল সরে গিয়েচে সবে
bibhutibhushan bandopadhyay,"পথঘাটে তখনো কাদা, মাঠে মাঠে জল জমে আছে"
bibhutibhushan bandopadhyay,বিকেলবেলা ফিঙে পাখি বসে আছে বাবলা গাছের ফুলে-ভর্তি ডালে
bibhutibhushan bandopadhyay,নালু পাল মোল্লাহাটির হাটে যাবে পান-সুপুরি নিয়ে মাথায় মোল্লাহাটি যেতে নীলকুঠির আমলের সাহেবদের বটগাছের ঘন ছায়া পথে
bibhutibhushan bandopadhyay,শ্রান্ত নালু পাল মোট নামিয়ে একটা বটতলায় বসে গামছা ঘুরিয়ে বিশ্রাম করতে লাগলো
bibhutibhushan bandopadhyay,"মাথার চুল বাবরি-করা, কাঁধে রঙিন রাঙা গামছা-তখনকার দিনের শৌখিন বেশভূষা পাড়াগাঁয়ের"
bibhutibhushan bandopadhyay,"এখনো বিয়ে করে নি, কারণ মামাদের আশ্রয়ে এতদিন মানুষ হচ্ছিল, হাতেও ছিল না কানাকড়ি"
bibhutibhushan bandopadhyay,সম্প্রতি আজ বছরখানেক হল নালু পাল মোট মাথায় করে পান-সুপুরি বিক্রি করে হাটে হাটে
bibhutibhushan bandopadhyay,সতেরো টাকা মূলধন তার এক মাসিমা দিয়েচিলেন যুগিয়ে
bibhutibhushan bandopadhyay,এক বছরে এই সতেরো টাকা দাঁড়িয়েছে সাতান্ন টাকায়
bibhutibhushan bandopadhyay,নালুর মন এজন্যে খুশি আছে খুব মামার বাড়ির অনাদরের ভাত গলা দিয়ে ইদানীং আর নামতো না
bibhutibhushan bandopadhyay,একুশ বছর বয়সের পুরুষানুষের শোভা পায় না অপরের গলগ্রহ হওয়া
bibhutibhushan bandopadhyay,মামিমার সে কি মুখনাড়া একপলা তেল বেশি মাথায় মাখবার জন্যে সেদিন
bibhutibhushan bandopadhyay,দিয়ে বললেন তেল কোণ্থেকে এত
bibhutibhushan bandopadhyay,"আবার বাবরি চুল রাখা হয়েচে, ছেলের শখ কত-অত শখ থাকলে পয়সা রোজগার করতে হয় নিজে"
bibhutibhushan bandopadhyay,"নালু পাল হয়ত ঘুমিয়ে পড়তো বটগাছের ছায়ায়, এখনো হাট বসবার অনেক দেরি, একটু বিশ্রাম করে নিতে সে পারে অনায়াসে- কিন্তু এই সময় ঘোড়ায় চড়ে একজন লোক যেতে যেতে ওর সামনে থামলো"
bibhutibhushan bandopadhyay,"পাল সসম্ত্রমে দাঁড়িয়ে উঠে বললে-রায়মশায়, ভালো আছেন"
bibhutibhushan bandopadhyay,"ইছামতী -কল্যাণ হোক নালু যে, হাটে চললে"
bibhutibhushan bandopadhyay,"শিপটন্্ সাহেব ইদিক আসচে- - -বাবু, রাস্তা ছেড়ে মাঠে নেমে যাবো"
bibhutibhushan bandopadhyay,মোল্লাহাটি নীলকুঠির বড়সাহেব শিপটনকে এ অঞ্চলে বাঘের মতোভয় করে লোকে
bibhutibhushan bandopadhyay,"লম্বাচগড়া চেহারা, বাঘের মতো গোল মুখখানা, হাতে সর্বদাই চাবুক থাকে"
bibhutibhushan bandopadhyay,অঞ্চলের লোক চাবুকের নাম রেখেছে কখন কার পিঠে শ্যামচাঁদ অবতীর্ণ হবে তার কোনো না থাকাতে সাহেব রাস্তায় বেরুলে সবাইভয়ে সন্ত্রস্ত থাকে
bibhutibhushan bandopadhyay,"এমন সময়ে আর একজন হাটুরে দোকানদার সতীশ , মাথায় সর্ষে তেলের বড় ভাঁড় চ্যাঙারিতে বসিয়ে সেখানে এসে পড়লো রাস্তার ধারে নালুকে দেখেবললে চল, যাবা না"
bibhutibhushan bandopadhyay,"দাঁড়াও, শিপটন্ সাহেব চলে যাক আগে"
bibhutibhushan bandopadhyay,রায়মশায় বলে গ্যালেন- -বোসো- - হঠাৎ সতীশ কলু সামনের দিকে সভয়ে চেয়ে দেখে ষাঁড়া আর শেওড়া ঝোপের পাশ দিয়ে নিচের ধানের ক্ষেতের মধ্যে নেমে গেল
bibhutibhushan bandopadhyay,"যেতে যেতে বললে চলে এসো, সায়েব বেরিয়েছে- ( ইছামতী নালু পাল পানের মোট গাছতলায় ফেলে রেখেই সতীশ কলুর অনুসরণ করলে"
bibhutibhushan bandopadhyay,দূরে ঝুমঝুম্ শব্দ শোনা গেল টমটমের ঘোড়ার
bibhutibhushan bandopadhyay,"একটু পরে সামনের রাস্তা কাঁপিয়ে সাহেবের টমটম কাছাকাছি এসে পড়লো এবং থামবি তো থাম একেবারে নালু পালের আশ্রয়স্থল ওদের বটতলায়, ওদের সামনে"
bibhutibhushan bandopadhyay,বটতলায় পানের মোট মালিকহীন অবস্থায় পড়ে থাকতে দেখে সাহেব হেঁকে বললে এই
bibhutibhushan bandopadhyay,নালু পাল ও সতীশ কলু ধানগাছের আড়ালে কাঠ হয়ে গিয়েচে ততক্ষণ
bibhutibhushan bandopadhyay,কেউ উত্তর দেয় টমটমের পেছন থেকে নফর মুচি আরদালি হাঁকল-কার মোট পড়ে রে গাছতলায়
